fov,gene,count
X15_Y9,Tmem163,4
X15_Y9,Zfp804b,1
X15_Y9,Zfpm2,4
X15_Y9,invalid,349
X16_Y0,Adra1b,3
X16_Y0,Atp1a2,28
X16_Y0,Atp2b4,1
X16_Y0,Bcl11b,2
X16_Y0,Car2,1
X16_Y0,Coch,2
X16_Y0,Col12a1,7
X16_Y0,Cryab,5
X16_Y0,Crym,1
X16_Y0,Cux2,1
X16_Y0,Flt1,10
X16_Y0,Foxp2,3
X16_Y0,Gapdh,14
X16_Y0,Igfbp7,1
X16_Y0,Lgals1,1
X16_Y0,Luzp2,1
X16_Y0,Lypd1,1
X16_Y0,Npy,2
X16_Y0,Penk,1
X16_Y0,Prss23,2
X16_Y0,Reln,3
X16_Y0,Rorb,5
X16_Y0,Sstr1,3
X16_Y0,Zdhhc12,1
X16_Y0,Zfpm2,1
X16_Y0,invalid,102
X16_Y1,Adra1b,58
X16_Y1,Atp1a2,15
X16_Y1,Atp2b4,20
X16_Y1,Bcl11b,6
X16_Y1,Car2,1
X16_Y1,Car4,8
X16_Y1,Cdh20,2
X16_Y1,Cdh9,2
X16_Y1,Coch,1
X16_Y1,Col12a1,26
X16_Y1,Crh,3
X16_Y1,Cryab,10
X16_Y1,Cux2,42
X16_Y1,Flt1,18
X16_Y1,Foxp2,4
X16_Y1,Gapdh,256
X16_Y1,Grin3a,4
X16_Y1,Inpp4b,1
X16_Y1,Lgals1,1
X16_Y1,Luzp2,10
X16_Y1,Lypd1,14
X16_Y1,Nek7,3
X16_Y1,Npy,2
X16_Y1,Nxph1,5
X16_Y1,Penk,14
X16_Y1,Pld5,2
X16_Y1,Pou3f1,2
X16_Y1,Reln,6
X16_Y1,Rorb,6
X16_Y1,Rprml,12
X16_Y1,Spon1,1
X16_Y1,Sstr1,39
X16_Y1,Thsd7a,6
X16_Y1,Zdhhc12,1
X16_Y1,Zfpm2,1
X16_Y1,invalid,407
X16_Y10,Adra1b,27
X16_Y10,Atp1a2,14
X16_Y10,Atp2b4,53
X16_Y10,Bcl11b,32
X16_Y10,Car2,8
X16_Y10,Car4,5
X16_Y10,Cdh20,1
X16_Y10,Chn2,1
X16_Y10,Coch,2
X16_Y10,Col12a1,5
X16_Y10,Crh,1
X16_Y10,Cryab,30
X16_Y10,Cux2,16
X16_Y10,Dlx6os1,3
X16_Y10,Flt1,11
X16_Y10,Foxp2,2
X16_Y10,Gapdh,196
X16_Y10,Grin3a,10
X16_Y10,Igf1,1
X16_Y10,Igfbp7,2
X16_Y10,Inpp4b,7
X16_Y10,Itm2a,3
X16_Y10,Lgals1,2
X16_Y10,Luzp2,8
X16_Y10,Lypd1,1
X16_Y10,Nell1,1
X16_Y10,Npy,2
X16_Y10,Nr4a2,7
X16_Y10,Nxph1,6
X16_Y10,Pdlim1,2
X16_Y10,Penk,1
X16_Y10,Pld5,1
X16_Y10,Pou3f1,1
X16_Y10,Prss23,4
X16_Y10,Reln,7
X16_Y10,Rorb,14
X16_Y10,Rprml,4
X16_Y10,Spon1,10
X16_Y10,Sstr1,11
X16_Y10,Tgtp1,1
X16_Y10,Thsd7a,3
X16_Y10,Tmem163,1
X16_Y10,Vwc2,3
X16_Y10,Zdhhc12,3
X16_Y10,invalid,509
X16_Y11,Adra1b,35
X16_Y11,Atp1a2,11
X16_Y11,Atp2b4,8
X16_Y11,Bcl11b,8
X16_Y11,Car2,22
X16_Y11,Car4,1
X16_Y11,Cdh20,4
X16_Y11,Cdh9,1
X16_Y11,Chn2,3
X16_Y11,Col12a1,5
X16_Y11,Cryab,48
X16_Y11,Cux2,11
X16_Y11,Dlx6os1,2
X16_Y11,Flt1,13
X16_Y11,Foxp2,2
X16_Y11,Gapdh,104
X16_Y11,Grin3a,1
X16_Y11,Igf1,1
X16_Y11,Igfbp7,1
X16_Y11,Inpp4b,7
X16_Y11,Luzp2,5
X16_Y11,Npy,10
X16_Y11,Nxph1,2
X16_Y11,Penk,2
X16_Y11,Pld5,1
X16_Y11,Pou3f1,1
X16_Y11,Prss23,2
X16_Y11,Reln,2
X16_Y11,Rorb,11
X16_Y11,Rprml,5
X16_Y11,Spon1,6
X16_Y11,Sstr1,9
X16_Y11,Tgtp1,2
X16_Y11,Thsd7a,2
X16_Y11,Tmem163,2
X16_Y11,Zdhhc12,1
X16_Y11,Zfpm2,1
X16_Y11,invalid,210
X16_Y12,Adra1b,10
X16_Y12,Atp1a2,10
X16_Y12,Atp2b4,11
X16_Y12,Bcl11b,23
X16_Y12,Car2,10
X16_Y12,Car4,1
X16_Y12,Cdh20,3
X16_Y12,Cdh9,2
X16_Y12,Chn2,4
X16_Y12,Col12a1,5
X16_Y12,Cryab,26
X16_Y12,Cux2,10
X16_Y12,Dlx6os1,1
X16_Y12,Flt1,9
X16_Y12,Foxp2,1
X16_Y12,Gapdh,133
X16_Y12,Grin3a,2
X16_Y12,Igfbp7,1
X16_Y12,Inpp4b,7
X16_Y12,Itm2a,2
X16_Y12,Luzp2,3
X16_Y12,Lypd1,3
X16_Y12,Nek7,1
X16_Y12,Nell1,1
X16_Y12,Npy,23
X16_Y12,Nr4a2,1
X16_Y12,Nxph1,4
X16_Y12,Penk,4
X16_Y12,Pou3f1,1
X16_Y12,Prss23,1
X16_Y12,Rorb,4
X16_Y12,Rprml,4
X16_Y12,Spon1,5
X16_Y12,Sstr1,14
X16_Y12,Tgtp1,1
X16_Y12,Thsd7a,2
X16_Y12,Tmem163,1
X16_Y12,Vwc2,1
X16_Y12,Zdhhc12,2
X16_Y12,invalid,333
X16_Y13,Adra1b,120
X16_Y13,Atp1a2,8
X16_Y13,Atp2b4,39
X16_Y13,Bcl11b,61
X16_Y13,Car2,6
X16_Y13,Car4,8
X16_Y13,Cdh20,5
X16_Y13,Cdh9,12
X16_Y13,Chn2,4
X16_Y13,Coch,2
X16_Y13,Col12a1,7
X16_Y13,Crh,4
X16_Y13,Cryab,27
X16_Y13,Crym,1
X16_Y13,Cux2,25
X16_Y13,Dlx6os1,11
X16_Y13,Flt1,23
X16_Y13,Foxp2,1
X16_Y13,Gapdh,393
X16_Y13,Grin3a,10
X16_Y13,Igfbp7,2
X16_Y13,Inpp4b,7
X16_Y13,Itm2a,2
X16_Y13,Lgals1,4
X16_Y13,Luzp2,10
X16_Y13,Lypd1,3
X16_Y13,Nek7,1
X16_Y13,Nell1,6
X16_Y13,Npy,8
X16_Y13,Nr4a2,5
X16_Y13,Nxph1,5
X16_Y13,Penk,4
X16_Y13,Pld5,2
X16_Y13,Pou3f1,10
X16_Y13,Prss23,5
X16_Y13,Reln,3
X16_Y13,Rorb,25
X16_Y13,Rprml,12
X16_Y13,Spon1,25
X16_Y13,Sstr1,17
X16_Y13,Thsd7a,3
X16_Y13,Tmem163,12
X16_Y13,Zdhhc12,1
X16_Y13,Zfp804b,1
X16_Y13,Zfpm2,3
X16_Y13,invalid,588
X16_Y14,Adra1b,13
X16_Y14,Atp1a2,16
X16_Y14,Atp2b4,10
X16_Y14,Bcl11b,12
X16_Y14,Car2,4
X16_Y14,Car4,4
X16_Y14,Cdh9,1
X16_Y14,Chn2,3
X16_Y14,Coch,2
X16_Y14,Cryab,9
X16_Y14,Cux2,3
X16_Y14,Dlx6os1,5
X16_Y14,Flt1,9
X16_Y14,Foxp2,4
X16_Y14,Gapdh,122
X16_Y14,Grin3a,1
X16_Y14,Igfbp7,1
X16_Y14,Inpp4b,1
X16_Y14,Itm2a,3
X16_Y14,Luzp2,7
X16_Y14,Lypd1,2
X16_Y14,Nek7,1
X16_Y14,Npy,3
X16_Y14,Nr4a2,2
X16_Y14,Nxph1,4
X16_Y14,Penk,2
X16_Y14,Pld5,2
X16_Y14,Plpp4,1
X16_Y14,Pou3f1,3
X16_Y14,Prss23,3
X16_Y14,Reln,5
X16_Y14,Rorb,11
X16_Y14,Rprml,5
X16_Y14,Spon1,3
X16_Y14,Sstr1,2
X16_Y14,Tmem163,1
X16_Y14,Zdhhc12,2
X16_Y14,Zfp804b,1
X16_Y14,invalid,414
X16_Y15,Adra1b,6
X16_Y15,Atp1a2,30
X16_Y15,Atp2b4,2
X16_Y15,Bcl11b,1
X16_Y15,Car2,3
X16_Y15,Car4,3
X16_Y15,Cdh20,2
X16_Y15,Chn2,6
X16_Y15,Coch,5
X16_Y15,Col12a1,5
X16_Y15,Cryab,16
X16_Y15,Cux2,4
X16_Y15,Dlx6os1,2
X16_Y15,Flt1,10
X16_Y15,Foxp2,4
X16_Y15,Gapdh,38
X16_Y15,Grin3a,3
X16_Y15,Inpp4b,3
X16_Y15,Itm2a,1
X16_Y15,Nek7,6
X16_Y15,Npy,1
X16_Y15,Pld5,2
X16_Y15,Prss23,1
X16_Y15,Reln,4
X16_Y15,Rorb,3
X16_Y15,Rprml,3
X16_Y15,Spon1,1
X16_Y15,Sstr1,6
X16_Y15,Tgtp1,1
X16_Y15,Vwc2,1
X16_Y15,Zfpm2,1
X16_Y15,invalid,253
X16_Y2,Adra1b,26
X16_Y2,Atp1a2,19
X16_Y2,Atp2b4,11
X16_Y2,Bcl11b,13
X16_Y2,Car2,2
X16_Y2,Car4,4
X16_Y2,Cdh20,1
X16_Y2,Chn2,4
X16_Y2,Coch,2
X16_Y2,Col12a1,1
X16_Y2,Cryab,7
X16_Y2,Cux2,21
X16_Y2,Dlx6os1,1
X16_Y2,Flt1,5
X16_Y2,Gapdh,156
X16_Y2,Grin3a,6
X16_Y2,Inpp4b,1
X16_Y2,Itm2a,1
X16_Y2,Lgals1,1
X16_Y2,Luzp2,1
X16_Y2,Lypd1,2
X16_Y2,Nell1,2
X16_Y2,Npy,5
X16_Y2,Nxph1,1
X16_Y2,Pdlim1,1
X16_Y2,Penk,3
X16_Y2,Pou3f1,5
X16_Y2,Reln,1
X16_Y2,Rorb,11
X16_Y2,Rprml,4
X16_Y2,Spon1,3
X16_Y2,Sstr1,7
X16_Y2,Thsd7a,3
X16_Y2,Tmem163,1
X16_Y2,Zdhhc12,2
X16_Y2,invalid,440
X16_Y3,Adra1b,57
X16_Y3,Atp1a2,15
X16_Y3,Atp2b4,11
X16_Y3,Bcl11b,25
X16_Y3,Car2,4
X16_Y3,Car4,2
X16_Y3,Cdh20,6
X16_Y3,Cdh9,8
X16_Y3,Chn2,3
X16_Y3,Coch,2
X16_Y3,Col12a1,2
X16_Y3,Cryab,15
X16_Y3,Crym,2
X16_Y3,Cux2,13
X16_Y3,Dlx6os1,1
X16_Y3,Flt1,3
X16_Y3,Foxp2,5
X16_Y3,Gapdh,310
X16_Y3,Grin3a,5
X16_Y3,Igf1,1
X16_Y3,Igfbp7,1
X16_Y3,Inpp4b,5
X16_Y3,Itm2a,1
X16_Y3,Lgals1,1
X16_Y3,Luzp2,4
X16_Y3,Lypd1,6
X16_Y3,Nek7,1
X16_Y3,Nell1,1
X16_Y3,Npy,12
X16_Y3,Nr4a2,1
X16_Y3,Nxph1,2
X16_Y3,Pdlim1,2
X16_Y3,Penk,3
X16_Y3,Pou3f1,8
X16_Y3,Prss23,4
X16_Y3,Reln,5
X16_Y3,Rorb,10
X16_Y3,Rprml,9
X16_Y3,Spon1,5
X16_Y3,Sstr1,10
X16_Y3,Thsd7a,3
X16_Y3,Tmem163,3
X16_Y3,Zdhhc12,1
X16_Y3,Zfpm2,2
X16_Y3,invalid,312
X16_Y4,Adra1b,37
X16_Y4,Atp1a2,9
X16_Y4,Atp2b4,18
X16_Y4,Bcl11b,31
X16_Y4,Car2,8
X16_Y4,Cdh20,2
X16_Y4,Cdh9,7
X16_Y4,Chn2,1
X16_Y4,Col12a1,5
X16_Y4,Crh,3
X16_Y4,Cryab,17
X16_Y4,Cux2,10
X16_Y4,Dlx6os1,4
X16_Y4,Flt1,10
X16_Y4,Foxp2,8
X16_Y4,Gapdh,140
X16_Y4,Grin3a,4
X16_Y4,Igf1,1
X16_Y4,Igfbp7,1
X16_Y4,Inpp4b,2
X16_Y4,Itm2a,1
X16_Y4,Lgals1,2
X16_Y4,Luzp2,6
X16_Y4,Lypd1,5
X16_Y4,Nell1,1
X16_Y4,Npy,5
X16_Y4,Nxph1,4
X16_Y4,Pdlim1,1
X16_Y4,Penk,2
X16_Y4,Pou3f1,10
X16_Y4,Prss23,4
X16_Y4,Reln,2
X16_Y4,Rorb,2
X16_Y4,Rprml,9
X16_Y4,Spon1,8
X16_Y4,Sstr1,5
X16_Y4,Thsd7a,1
X16_Y4,Vwc2,3
X16_Y4,Zdhhc12,2
X16_Y4,Zfpm2,4
X16_Y4,invalid,372
X16_Y5,Adra1b,32
X16_Y5,Atp1a2,9
X16_Y5,Atp2b4,35
X16_Y5,Bcl11b,27
X16_Y5,Car2,6
X16_Y5,Cdh20,5
X16_Y5,Cdh9,7
X16_Y5,Chn2,6
X16_Y5,Col12a1,5
X16_Y5,Cryab,25
X16_Y5,Crym,2
X16_Y5,Cux2,9
X16_Y5,Dlx6os1,3
X16_Y5,Flt1,10
X16_Y5,Foxp2,15
X16_Y5,Gapdh,250
X16_Y5,Grin3a,11
X16_Y5,Inpp4b,1
X16_Y5,Lgals1,1
X16_Y5,Luzp2,4
X16_Y5,Lypd1,1
X16_Y5,Nek7,1
X16_Y5,Npy,14
X16_Y5,Nr4a2,3
X16_Y5,Nxph1,4
X16_Y5,Pdlim1,3
X16_Y5,Penk,13
X16_Y5,Pld5,1
X16_Y5,Plpp4,1
X16_Y5,Pou3f1,1
X16_Y5,Prss23,3
X16_Y5,Reln,3
X16_Y5,Rorb,4
X16_Y5,Rprml,9
X16_Y5,Spon1,18
X16_Y5,Sstr1,8
X16_Y5,Tgtp1,1
X16_Y5,Thsd7a,2
X16_Y5,Tmem163,2
X16_Y5,Zdhhc12,2
X16_Y5,Zfpm2,4
X16_Y5,invalid,263
X16_Y6,Adra1b,13
X16_Y6,Atp1a2,8
X16_Y6,Atp2b4,14
X16_Y6,Bcl11b,26
X16_Y6,Car2,4
X16_Y6,Car4,2
X16_Y6,Cdh20,2
X16_Y6,Cdh9,2
X16_Y6,Chn2,6
X16_Y6,Coch,2
X16_Y6,Col12a1,9
X16_Y6,Cryab,19
X16_Y6,Crym,3
X16_Y6,Cux2,5
X16_Y6,Flt1,5
X16_Y6,Foxp2,4
X16_Y6,Gapdh,97
X16_Y6,Grin3a,3
X16_Y6,Igf1,1
X16_Y6,Lgals1,3
X16_Y6,Luzp2,2
X16_Y6,Npy,4
X16_Y6,Nr4a2,2
X16_Y6,Nxph1,2
X16_Y6,Pdlim1,1
X16_Y6,Penk,2
X16_Y6,Pou3f1,1
X16_Y6,Prss23,3
X16_Y6,Reln,1
X16_Y6,Rorb,6
X16_Y6,Rprml,3
X16_Y6,Spon1,3
X16_Y6,Sstr1,11
X16_Y6,Tgtp1,1
X16_Y6,Thsd7a,1
X16_Y6,Vwc2,1
X16_Y6,Zfpm2,5
X16_Y6,invalid,437
X16_Y7,Adra1b,82
X16_Y7,Atp1a2,24
X16_Y7,Atp2b4,10
X16_Y7,Bcl11b,25
X16_Y7,Car2,6
X16_Y7,Car4,8
X16_Y7,Cdh20,5
X16_Y7,Cdh9,5
X16_Y7,Chn2,2
X16_Y7,Coch,3
X16_Y7,Col12a1,13
X16_Y7,Crh,2
X16_Y7,Cryab,16
X16_Y7,Cux2,28
X16_Y7,Dlx6os1,2
X16_Y7,Flt1,12
X16_Y7,Foxp2,2
X16_Y7,Gapdh,252
X16_Y7,Grin3a,1
X16_Y7,Igfbp7,2
X16_Y7,Inpp4b,2
X16_Y7,Itm2a,1
X16_Y7,Luzp2,9
X16_Y7,Lypd1,3
X16_Y7,Nek7,3
X16_Y7,Npy,6
X16_Y7,Nr4a2,3
X16_Y7,Nxph1,4
X16_Y7,Pdlim1,4
X16_Y7,Penk,4
X16_Y7,Pld5,1
X16_Y7,Pou3f1,8
X16_Y7,Reln,3
X16_Y7,Rorb,33
X16_Y7,Rprml,5
X16_Y7,Spon1,9
X16_Y7,Sstr1,11
X16_Y7,Thsd7a,4
X16_Y7,Tmem163,2
X16_Y7,Zdhhc12,1
X16_Y7,Zfpm2,1
X16_Y7,invalid,342
X16_Y8,Adra1b,37
X16_Y8,Atp1a2,9
X16_Y8,Atp2b4,31
X16_Y8,Bcl11b,10
X16_Y8,Car2,2
X16_Y8,Car4,10
X16_Y8,Cdh20,1
X16_Y8,Cdh9,3
X16_Y8,Chn2,2
X16_Y8,Coch,2
X16_Y8,Col12a1,16
X16_Y8,Crh,4
X16_Y8,Cryab,5
X16_Y8,Crym,1
X16_Y8,Cux2,69
X16_Y8,Dlx6os1,2
X16_Y8,Flt1,11
X16_Y8,Gapdh,143
X16_Y8,Grin3a,2
X16_Y8,Igfbp7,5
X16_Y8,Inpp4b,2
X16_Y8,Itm2a,1
X16_Y8,Lgals1,1
X16_Y8,Luzp2,7
X16_Y8,Lypd1,5
X16_Y8,Nek7,3
X16_Y8,Npy,5
X16_Y8,Nr4a2,2
X16_Y8,Penk,12
X16_Y8,Pld5,1
X16_Y8,Pou3f1,3
X16_Y8,Prss23,2
X16_Y8,Reln,3
X16_Y8,Rorb,12
X16_Y8,Rprml,4
X16_Y8,Spon1,3
X16_Y8,Sstr1,32
X16_Y8,Thsd7a,4
X16_Y8,invalid,525
X16_Y9,Adra1b,43
X16_Y9,Atp1a2,26
X16_Y9,Atp2b4,33
X16_Y9,Bcl11b,15
X16_Y9,Car2,5
X16_Y9,Car4,8
X16_Y9,Cdh20,10
X16_Y9,Cdh9,5
X16_Y9,Chn2,2
X16_Y9,Col12a1,13
X16_Y9,Crh,2
X16_Y9,Cryab,8
X16_Y9,Crym,2
X16_Y9,Cux2,94
X16_Y9,Dlx6os1,7
X16_Y9,Flt1,20
X16_Y9,Foxp2,1
X16_Y9,Gapdh,326
X16_Y9,Grin3a,14
X16_Y9,Igfbp7,5
X16_Y9,Inpp4b,5
X16_Y9,Itm2a,4
X16_Y9,Lgals1,1
X16_Y9,Luzp2,9
X16_Y9,Lypd1,3
X16_Y9,Nek7,2
X16_Y9,Nell1,2
X16_Y9,Npy,5
X16_Y9,Nr4a2,1
X16_Y9,Nxph1,2
X16_Y9,Pdlim1,3
X16_Y9,Penk,61
X16_Y9,Pld5,1
X16_Y9,Pou3f1,3
X16_Y9,Prss23,2
X16_Y9,Reln,5
X16_Y9,Rorb,11
X16_Y9,Rprml,10
X16_Y9,Spon1,2
X16_Y9,Sstr1,43
X16_Y9,Thsd7a,5
X16_Y9,Tmem163,3
X16_Y9,Zdhhc12,2
X16_Y9,Zfpm2,1
X16_Y9,invalid,407
X17_Y0,Adra1b,3
X17_Y0,Atp1a2,18
X17_Y0,Car4,1
X17_Y0,Cryab,3
X17_Y0,Flt1,3
X17_Y0,Foxp2,2
X17_Y0,Gapdh,8
X17_Y0,Itm2a,2
X17_Y0,Lgals1,2
X17_Y0,Lypd1,3
X17_Y0,Nek7,2
X17_Y0,Nxph1,1
X17_Y0,Rorb,3
X17_Y0,Rprml,1
X17_Y0,Sstr1,3
X17_Y0,invalid,59
X17_Y1,Adra1b,74
X17_Y1,Atp1a2,12
X17_Y1,Atp2b4,23
X17_Y1,Bcl11b,6
X17_Y1,Car2,1
X17_Y1,Car4,7
X17_Y1,Cdh20,1
X17_Y1,Cdh9,2
X17_Y1,Chn2,2
X17_Y1,Coch,3
X17_Y1,Col12a1,40
X17_Y1,Crh,3
X17_Y1,Cryab,9
X17_Y1,Cux2,92
X17_Y1,Dlx6os1,5
X17_Y1,Flt1,27
X17_Y1,Foxp2,4
X17_Y1,Gapdh,192
X17_Y1,Grin3a,3
X17_Y1,Igf1,1
X17_Y1,Igfbp7,2
X17_Y1,Inpp4b,4
X17_Y1,Itm2a,1
X17_Y1,Lgals1,1
X17_Y1,Luzp2,13
X17_Y1,Lypd1,9
X17_Y1,Nek7,1
X17_Y1,Npy,9
X17_Y1,Penk,5
X17_Y1,Pou3f1,15
X17_Y1,Prss23,1
X17_Y1,Reln,2
X17_Y1,Rorb,5
X17_Y1,Rprml,8
X17_Y1,Spon1,2
X17_Y1,Sstr1,38
X17_Y1,Thsd7a,4
X17_Y1,Vwc2,1
X17_Y1,Zdhhc12,2
X17_Y1,Zfpm2,2
X17_Y1,invalid,432
X17_Y10,Adra1b,35
X17_Y10,Atp1a2,5
X17_Y10,Atp2b4,20
X17_Y10,Bcl11b,15
X17_Y10,Car2,3
X17_Y10,Car4,2
X17_Y10,Cdh20,5
X17_Y10,Chn2,3
X17_Y10,Coch,2
X17_Y10,Col12a1,4
X17_Y10,Cryab,9
X17_Y10,Cux2,27
X17_Y10,Dlx6os1,3
X17_Y10,Flt1,12
X17_Y10,Foxp2,1
X17_Y10,Gapdh,187
X17_Y10,Grin3a,5
X17_Y10,Igfbp7,1
X17_Y10,Inpp4b,3
X17_Y10,Itm2a,2
X17_Y10,Lgals1,2
X17_Y10,Luzp2,6
X17_Y10,Nell1,1
X17_Y10,Npy,12
X17_Y10,Nr4a2,3
X17_Y10,Nxph1,2
X17_Y10,Pdlim1,2
X17_Y10,Penk,28
X17_Y10,Pld5,1
X17_Y10,Prss23,2
X17_Y10,Reln,1
X17_Y10,Rorb,7
X17_Y10,Rprml,1
X17_Y10,Spon1,3
X17_Y10,Sstr1,13
X17_Y10,Thsd7a,3
X17_Y10,Tmem163,1
X17_Y10,Zdhhc12,3
X17_Y10,invalid,360
X17_Y11,Adra1b,26
X17_Y11,Atp1a2,6
X17_Y11,Atp2b4,20
X17_Y11,Bcl11b,30
X17_Y11,Car2,4
X17_Y11,Car4,3
X17_Y11,Cdh20,1
X17_Y11,Chn2,2
X17_Y11,Col12a1,5
X17_Y11,Cryab,36
X17_Y11,Cux2,16
X17_Y11,Dlx6os1,4
X17_Y11,Flt1,11
X17_Y11,Foxp2,1
X17_Y11,Gapdh,226
X17_Y11,Grin3a,8
X17_Y11,Igf1,2
X17_Y11,Igfbp7,1
X17_Y11,Inpp4b,8
X17_Y11,Itm2a,3
X17_Y11,Lgals1,4
X17_Y11,Luzp2,8
X17_Y11,Lypd1,3
X17_Y11,Nek7,4
X17_Y11,Nell1,3
X17_Y11,Npy,25
X17_Y11,Nr4a2,8
X17_Y11,Nxph1,6
X17_Y11,Pdlim1,2
X17_Y11,Penk,1
X17_Y11,Pld5,3
X17_Y11,Prss23,7
X17_Y11,Reln,9
X17_Y11,Rorb,12
X17_Y11,Rprml,8
X17_Y11,Spon1,6
X17_Y11,Sstr1,19
X17_Y11,Tgtp1,1
X17_Y11,Thsd7a,3
X17_Y11,Tmem163,6
X17_Y11,Vwc2,1
X17_Y11,Zdhhc12,3
X17_Y11,Zfpm2,2
X17_Y11,invalid,479
X17_Y12,Adra1b,46
X17_Y12,Atp1a2,14
X17_Y12,Atp2b4,17
X17_Y12,Bcl11b,27
X17_Y12,Car2,10
X17_Y12,Car4,6
X17_Y12,Cdh20,4
X17_Y12,Cdh9,1
X17_Y12,Chn2,2
X17_Y12,Coch,6
X17_Y12,Col12a1,6
X17_Y12,Crh,1
X17_Y12,Cryab,22
X17_Y12,Crym,1
X17_Y12,Cux2,20
X17_Y12,Dlx6os1,3
X17_Y12,Flt1,16
X17_Y12,Foxp2,2
X17_Y12,Gapdh,186
X17_Y12,Grin3a,5
X17_Y12,Igf1,3
X17_Y12,Igfbp7,5
X17_Y12,Inpp4b,6
X17_Y12,Luzp2,6
X17_Y12,Lypd1,2
X17_Y12,Nek7,2
X17_Y12,Nell1,3
X17_Y12,Npy,20
X17_Y12,Nr4a2,2
X17_Y12,Nxph1,10
X17_Y12,Pdlim1,2
X17_Y12,Penk,7
X17_Y12,Pld5,5
X17_Y12,Pou3f1,3
X17_Y12,Prss23,1
X17_Y12,Reln,11
X17_Y12,Rorb,16
X17_Y12,Rprml,7
X17_Y12,Spon1,4
X17_Y12,Sstr1,13
X17_Y12,Tgtp1,3
X17_Y12,Thsd7a,1
X17_Y12,Tmem163,3
X17_Y12,Vwc2,1
X17_Y12,Zfpm2,1
X17_Y12,invalid,518
X17_Y13,Adra1b,80
X17_Y13,Atp1a2,38
X17_Y13,Atp2b4,16
X17_Y13,Bcl11b,89
X17_Y13,Car2,12
X17_Y13,Car4,7
X17_Y13,Cdh20,5
X17_Y13,Cdh9,7
X17_Y13,Chn2,2
X17_Y13,Coch,4
X17_Y13,Col12a1,14
X17_Y13,Crh,6
X17_Y13,Cryab,17
X17_Y13,Cux2,49
X17_Y13,Dlx6os1,9
X17_Y13,Flt1,23
X17_Y13,Foxp2,1
X17_Y13,Gapdh,667
X17_Y13,Grin3a,7
X17_Y13,Igf1,3
X17_Y13,Inpp4b,14
X17_Y13,Itm2a,2
X17_Y13,Lgals1,2
X17_Y13,Luzp2,17
X17_Y13,Nek7,2
X17_Y13,Nell1,4
X17_Y13,Npy,15
X17_Y13,Nr4a2,2
X17_Y13,Nxph1,3
X17_Y13,Pdlim1,1
X17_Y13,Penk,9
X17_Y13,Pld5,5
X17_Y13,Pou3f1,12
X17_Y13,Prss23,8
X17_Y13,Reln,12
X17_Y13,Rorb,37
X17_Y13,Rprml,17
X17_Y13,Spon1,20
X17_Y13,Sstr1,41
X17_Y13,Thsd7a,6
X17_Y13,Tmem163,8
X17_Y13,Vwc2,1
X17_Y13,Zdhhc12,3
X17_Y13,Zfp804b,1
X17_Y13,invalid,884
X17_Y14,Adra1b,22
X17_Y14,Atp1a2,35
X17_Y14,Atp2b4,4
X17_Y14,Bcl11b,28
X17_Y14,Car2,10
X17_Y14,Car4,3
X17_Y14,Cdh20,2
X17_Y14,Cdh9,1
X17_Y14,Chn2,2
X17_Y14,Col12a1,4
X17_Y14,Cryab,8
X17_Y14,Cux2,32
X17_Y14,Dlx6os1,5
X17_Y14,Flt1,13
X17_Y14,Foxp2,6
X17_Y14,Gapdh,174
X17_Y14,Grin3a,5
X17_Y14,Igfbp7,2
X17_Y14,Inpp4b,2
X17_Y14,Itm2a,2
X17_Y14,Luzp2,17
X17_Y14,Lypd1,2
X17_Y14,Nek7,5
X17_Y14,Nell1,1
X17_Y14,Npy,2
X17_Y14,Nxph1,2
X17_Y14,Pdlim1,1
X17_Y14,Penk,2
X17_Y14,Pld5,3
X17_Y14,Pou3f1,2
X17_Y14,Reln,4
X17_Y14,Rorb,12
X17_Y14,Rprml,4
X17_Y14,Spon1,3
X17_Y14,Sstr1,13
X17_Y14,Tgtp1,1
X17_Y14,Thsd7a,3
X17_Y14,Tmem163,2
X17_Y14,Zfp804b,1
X17_Y14,Zfpm2,3
X17_Y14,invalid,647
X17_Y15,Adra1b,10
X17_Y15,Atp1a2,21
X17_Y15,Bcl11b,5
X17_Y15,Car2,3
X17_Y15,Car4,3
X17_Y15,Cdh20,1
X17_Y15,Cdh9,1
X17_Y15,Coch,1
X17_Y15,Col12a1,1
X17_Y15,Cryab,3
X17_Y15,Cux2,9
X17_Y15,Dlx6os1,1
X17_Y15,Flt1,12
X17_Y15,Foxp2,1
X17_Y15,Gapdh,25
X17_Y15,Grin3a,1
X17_Y15,Inpp4b,1
X17_Y15,Luzp2,3
X17_Y15,Nek7,2
X17_Y15,Npy,3
X17_Y15,Nxph1,1
X17_Y15,Reln,1
X17_Y15,Rorb,11
X17_Y15,Rprml,3
X17_Y15,Sstr1,7
X17_Y15,Thsd7a,1
X17_Y15,Zdhhc12,1
X17_Y15,Zfpm2,1
X17_Y15,invalid,161
X17_Y2,Adra1b,19
X17_Y2,Atp1a2,13
X17_Y2,Atp2b4,1
X17_Y2,Bcl11b,3
X17_Y2,Car4,2
X17_Y2,Cdh20,3
X17_Y2,Chn2,1
X17_Y2,Coch,2
X17_Y2,Col12a1,14
X17_Y2,Crh,1
X17_Y2,Cryab,6
X17_Y2,Crym,1
X17_Y2,Cux2,40
X17_Y2,Flt1,6
X17_Y2,Foxp2,2
X17_Y2,Gapdh,115
X17_Y2,Grin3a,1
