fov,gene,count
X10_Y10,Adra1b,18
X10_Y10,Atp1a2,16
X10_Y10,Atp2b4,16
X10_Y10,Bcl11b,26
X10_Y10,Car2,4
X10_Y10,Cdh20,2
X10_Y10,Cdh9,2
X10_Y10,Coch,1
X10_Y10,Col12a1,1
X10_Y10,Cryab,4
X10_Y10,Crym,1
X10_Y10,Cux2,10
X10_Y10,Flt1,8
X10_Y10,Foxp2,1
X10_Y10,Gapdh,142
X10_Y10,Grin3a,6
X10_Y10,Igf1,1
X10_Y10,Igfbp7,1
X10_Y10,Inpp4b,2
X10_Y10,Itm2a,2
X10_Y10,Luzp2,6
X10_Y10,Lypd1,2
X10_Y10,Nek7,1
X10_Y10,Npy,12
X10_Y10,Nr4a2,4
X10_Y10,Nxph1,1
X10_Y10,Pdlim1,1
X10_Y10,Pld5,2
X10_Y10,Plpp4,1
X10_Y10,Pou3f1,8
X10_Y10,Reln,6
X10_Y10,Rorb,4
X10_Y10,Rprml,6
X10_Y10,Spon1,14
X10_Y10,Sstr1,10
X10_Y10,Tgtp1,1
X10_Y10,Thsd7a,1
X10_Y10,Zfp804b,1
X10_Y10,invalid,480
X10_Y11,Adra1b,50
X10_Y11,Atp1a2,28
X10_Y11,Atp2b4,35
X10_Y11,Bcl11b,78
X10_Y11,Car2,4
X10_Y11,Car4,1
X10_Y11,Cdh9,7
X10_Y11,Chn2,3
X10_Y11,Coch,3
X10_Y11,Col12a1,2
X10_Y11,Crh,1
X10_Y11,Cryab,9
X10_Y11,Crym,4
X10_Y11,Cux2,25
X10_Y11,Dlx6os1,4
X10_Y11,Flt1,22
X10_Y11,Foxp2,2
X10_Y11,Gapdh,458
X10_Y11,Grin3a,35
X10_Y11,Igfbp7,1
X10_Y11,Inpp4b,7
X10_Y11,Itm2a,4
X10_Y11,Lgals1,2
X10_Y11,Luzp2,17
X10_Y11,Lypd1,15
X10_Y11,Nek7,1
X10_Y11,Nell1,4
X10_Y11,Npy,4
X10_Y11,Nr4a2,7
X10_Y11,Nxph1,2
X10_Y11,Pdlim1,1
X10_Y11,Penk,1
X10_Y11,Pld5,1
X10_Y11,Pou3f1,6
X10_Y11,Prss23,4
X10_Y11,Reln,8
X10_Y11,Rorb,29
X10_Y11,Rprml,11
X10_Y11,Spon1,31
X10_Y11,Sstr1,16
X10_Y11,Tgtp1,1
X10_Y11,Thsd7a,5
X10_Y11,Tmem163,10
X10_Y11,Zdhhc12,1
X10_Y11,Zfp804b,1
X10_Y11,Zfpm2,2
X10_Y11,invalid,359
X10_Y12,Adra1b,38
X10_Y12,Atp1a2,16
X10_Y12,Atp2b4,66
X10_Y12,Bcl11b,57
X10_Y12,Car2,1
X10_Y12,Car4,1
X10_Y12,Cdh9,6
X10_Y12,Chn2,3
X10_Y12,Coch,1
X10_Y12,Col12a1,2
X10_Y12,Crh,2
X10_Y12,Cryab,6
X10_Y12,Crym,4
X10_Y12,Cux2,6
X10_Y12,Dlx6os1,4
X10_Y12,Flt1,9
X10_Y12,Foxp2,2
X10_Y12,Gapdh,262
X10_Y12,Grin3a,42
X10_Y12,Igf1,3
X10_Y12,Inpp4b,2
X10_Y12,Itm2a,2
X10_Y12,Lgals1,2
X10_Y12,Luzp2,6
X10_Y12,Lypd1,15
X10_Y12,Nek7,3
X10_Y12,Nell1,2
X10_Y12,Npy,14
X10_Y12,Nr4a2,13
X10_Y12,Nxph1,5
X10_Y12,Pdlim1,1
X10_Y12,Penk,2
X10_Y12,Pld5,3
X10_Y12,Pou3f1,1
X10_Y12,Prss23,3
X10_Y12,Reln,4
X10_Y12,Rorb,26
X10_Y12,Rprml,9
X10_Y12,Spon1,34
X10_Y12,Sstr1,9
X10_Y12,Thsd7a,2
X10_Y12,Tmem163,6
X10_Y12,Zdhhc12,6
X10_Y12,invalid,654
X10_Y13,Adra1b,85
X10_Y13,Atp1a2,22
X10_Y13,Atp2b4,89
X10_Y13,Bcl11b,91
X10_Y13,Car2,2
X10_Y13,Car4,8
X10_Y13,Cdh20,3
X10_Y13,Cdh9,18
X10_Y13,Chn2,2
X10_Y13,Coch,1
X10_Y13,Col12a1,2
X10_Y13,Crh,4
X10_Y13,Cryab,7
X10_Y13,Crym,9
X10_Y13,Cux2,16
X10_Y13,Dlx6os1,9
X10_Y13,Flt1,10
X10_Y13,Foxp2,3
X10_Y13,Gapdh,482
X10_Y13,Grin3a,70
X10_Y13,Inpp4b,11
X10_Y13,Itm2a,4
X10_Y13,Lgals1,1
X10_Y13,Luzp2,3
X10_Y13,Lypd1,19
X10_Y13,Nek7,3
X10_Y13,Nell1,2
X10_Y13,Npy,13
X10_Y13,Nr4a2,18
X10_Y13,Nxph1,2
X10_Y13,Penk,3
X10_Y13,Pou3f1,3
X10_Y13,Prss23,10
X10_Y13,Reln,2
X10_Y13,Rorb,44
X10_Y13,Rprml,27
X10_Y13,Spon1,44
X10_Y13,Sstr1,12
X10_Y13,Tgtp1,1
X10_Y13,Tmem163,2
X10_Y13,Zdhhc12,4
X10_Y13,Zfpm2,4
X10_Y13,invalid,462
X10_Y14,Adra1b,45
X10_Y14,Atp1a2,9
X10_Y14,Atp2b4,38
X10_Y14,Bcl11b,34
X10_Y14,Car2,4
X10_Y14,Car4,2
X10_Y14,Cdh9,1
X10_Y14,Chn2,1
X10_Y14,Coch,1
X10_Y14,Col12a1,1
X10_Y14,Crh,2
X10_Y14,Cryab,13
X10_Y14,Cux2,18
X10_Y14,Dlx6os1,6
X10_Y14,Flt1,8
X10_Y14,Foxp2,3
X10_Y14,Gapdh,189
X10_Y14,Grin3a,18
X10_Y14,Igfbp7,2
X10_Y14,Inpp4b,8
X10_Y14,Itm2a,4
X10_Y14,Lgals1,3
X10_Y14,Luzp2,11
X10_Y14,Nek7,1
X10_Y14,Nell1,2
X10_Y14,Npy,13
X10_Y14,Nr4a2,4
X10_Y14,Nxph1,6
X10_Y14,Pdlim1,3
X10_Y14,Penk,2
X10_Y14,Pld5,2
X10_Y14,Pou3f1,2
X10_Y14,Prss23,4
X10_Y14,Reln,4
X10_Y14,Rorb,22
X10_Y14,Rprml,6
X10_Y14,Spon1,14
X10_Y14,Sstr1,6
X10_Y14,Thsd7a,2
X10_Y14,Tmem163,8
X10_Y14,Vwc2,1
X10_Y14,Zdhhc12,1
X10_Y14,Zfpm2,1
X10_Y14,invalid,905
X10_Y15,Adra1b,46
X10_Y15,Atp1a2,15
X10_Y15,Atp2b4,25
X10_Y15,Bcl11b,58
X10_Y15,Car2,14
X10_Y15,Car4,8
X10_Y15,Cdh20,3
X10_Y15,Cdh9,14
X10_Y15,Chn2,6
X10_Y15,Coch,4
X10_Y15,Col12a1,4
X10_Y15,Crh,2
X10_Y15,Cryab,31
X10_Y15,Crym,2
X10_Y15,Cux2,18
X10_Y15,Dlx6os1,6
X10_Y15,Flt1,17
X10_Y15,Foxp2,3
X10_Y15,Gapdh,515
X10_Y15,Grin3a,24
X10_Y15,Igf1,1
X10_Y15,Igfbp7,2
X10_Y15,Inpp4b,12
X10_Y15,Itm2a,5
X10_Y15,Lgals1,4
X10_Y15,Luzp2,10
X10_Y15,Lypd1,7
X10_Y15,Nek7,2
X10_Y15,Nell1,4
X10_Y15,Npy,14
X10_Y15,Nr4a2,3
X10_Y15,Nxph1,1
X10_Y15,Pdlim1,3
X10_Y15,Penk,29
X10_Y15,Pld5,3
X10_Y15,Plpp4,1
X10_Y15,Pou3f1,12
X10_Y15,Prss23,3
X10_Y15,Reln,7
X10_Y15,Rorb,30
X10_Y15,Rprml,20
X10_Y15,Spon1,11
X10_Y15,Sstr1,18
X10_Y15,Tgtp1,1
X10_Y15,Thsd7a,6
X10_Y15,Tmem163,6
X10_Y15,Vwc2,1
X10_Y15,Zdhhc12,1
X10_Y15,Zfpm2,2
X10_Y15,invalid,470
X10_Y2,Adra1b,2
X10_Y2,Atp1a2,46
X10_Y2,Atp2b4,4
X10_Y2,Bcl11b,2
X10_Y2,Chn2,1
X10_Y2,Coch,1
X10_Y2,Col12a1,8
X10_Y2,Cryab,9
X10_Y2,Cux2,12
X10_Y2,Dlx6os1,2
X10_Y2,Flt1,14
X10_Y2,Foxp2,3
X10_Y2,Gapdh,34
X10_Y2,Grin3a,4
X10_Y2,Igfbp7,2
X10_Y2,Inpp4b,2
X10_Y2,Itm2a,4
X10_Y2,Lgals1,5
X10_Y2,Luzp2,2
X10_Y2,Lypd1,1
X10_Y2,Nek7,6
X10_Y2,Pld5,1
X10_Y2,Pou3f1,1
X10_Y2,Prss23,1
X10_Y2,Reln,9
X10_Y2,Rorb,2
X10_Y2,Rprml,1
X10_Y2,Sstr1,13
X10_Y2,Tgtp1,2
X10_Y2,Zfpm2,1
X10_Y2,invalid,279
X10_Y3,Adra1b,54
X10_Y3,Atp1a2,32
X10_Y3,Atp2b4,22
X10_Y3,Bcl11b,4
X10_Y3,Car2,2
X10_Y3,Car4,2
X10_Y3,Cdh9,1
X10_Y3,Chn2,2
X10_Y3,Coch,2
X10_Y3,Col12a1,26
X10_Y3,Crh,1
X10_Y3,Cryab,7
X10_Y3,Cux2,52
X10_Y3,Dlx6os1,3
X10_Y3,Flt1,17
X10_Y3,Foxp2,4
X10_Y3,Gapdh,143
X10_Y3,Grin3a,3
X10_Y3,Inpp4b,3
X10_Y3,Itm2a,1
X10_Y3,Lgals1,3
X10_Y3,Luzp2,6
X10_Y3,Lypd1,4
X10_Y3,Nek7,1
X10_Y3,Npy,12
X10_Y3,Nr4a2,2
X10_Y3,Nxph1,3
X10_Y3,Penk,3
X10_Y3,Pld5,1
X10_Y3,Pou3f1,2
X10_Y3,Prss23,3
X10_Y3,Reln,8
X10_Y3,Rorb,4
X10_Y3,Rprml,4
X10_Y3,Sstr1,28
X10_Y3,Zdhhc12,1
X10_Y3,Zfpm2,2
X10_Y3,invalid,203
X10_Y4,Adra1b,12
X10_Y4,Atp1a2,17
X10_Y4,Atp2b4,33
X10_Y4,Bcl11b,9
X10_Y4,Car4,8
X10_Y4,Cdh20,1
X10_Y4,Chn2,2
X10_Y4,Coch,6
X10_Y4,Col12a1,6
X10_Y4,Crh,2
X10_Y4,Cryab,2
X10_Y4,Cux2,79
X10_Y4,Dlx6os1,2
X10_Y4,Flt1,8
X10_Y4,Foxp2,2
X10_Y4,Gapdh,129
X10_Y4,Grin3a,3
X10_Y4,Igf1,1
X10_Y4,Igfbp7,2
X10_Y4,Itm2a,1
X10_Y4,Lgals1,1
X10_Y4,Luzp2,9
X10_Y4,Lypd1,11
X10_Y4,Nek7,1
X10_Y4,Npy,7
X10_Y4,Nr4a2,1
X10_Y4,Penk,2
X10_Y4,Pld5,1
X10_Y4,Prss23,2
X10_Y4,Reln,2
X10_Y4,Rorb,9
X10_Y4,Rprml,10
X10_Y4,Spon1,4
X10_Y4,Sstr1,33
X10_Y4,invalid,415
X10_Y5,Adra1b,76
X10_Y5,Atp1a2,18
X10_Y5,Atp2b4,50
X10_Y5,Bcl11b,15
X10_Y5,Car2,2
X10_Y5,Car4,14
X10_Y5,Cdh20,1
X10_Y5,Cdh9,4
X10_Y5,Chn2,4
X10_Y5,Coch,2
X10_Y5,Col12a1,7
X10_Y5,Crh,1
X10_Y5,Cryab,7
X10_Y5,Crym,3
X10_Y5,Cux2,165
X10_Y5,Dlx6os1,4
X10_Y5,Flt1,13
X10_Y5,Foxp2,1
X10_Y5,Gapdh,272
X10_Y5,Grin3a,12
X10_Y5,Igfbp7,2
X10_Y5,Inpp4b,2
X10_Y5,Itm2a,1
X10_Y5,Lgals1,2
X10_Y5,Luzp2,15
X10_Y5,Lypd1,11
X10_Y5,Nell1,1
X10_Y5,Npy,3
X10_Y5,Nxph1,5
X10_Y5,Pdlim1,2
X10_Y5,Pld5,1
X10_Y5,Pou3f1,3
X10_Y5,Prss23,1
X10_Y5,Reln,11
X10_Y5,Rorb,18
X10_Y5,Rprml,7
X10_Y5,Spon1,6
X10_Y5,Sstr1,38
X10_Y5,Thsd7a,6
X10_Y5,Zfp804b,1
X10_Y5,Zfpm2,3
X10_Y5,invalid,354
X10_Y6,Adra1b,24
X10_Y6,Atp1a2,9
X10_Y6,Atp2b4,47
X10_Y6,Bcl11b,16
X10_Y6,Car2,1
X10_Y6,Car4,5
X10_Y6,Cdh9,2
X10_Y6,Chn2,1
X10_Y6,Coch,1
X10_Y6,Col12a1,5
X10_Y6,Crh,1
X10_Y6,Cryab,4
X10_Y6,Crym,1
X10_Y6,Cux2,85
X10_Y6,Dlx6os1,2
X10_Y6,Flt1,12
X10_Y6,Foxp2,3
X10_Y6,Gapdh,137
X10_Y6,Grin3a,5
X10_Y6,Igf1,1
X10_Y6,Igfbp7,1
X10_Y6,Inpp4b,4
X10_Y6,Luzp2,4
X10_Y6,Lypd1,4
X10_Y6,Nell1,1
X10_Y6,Npy,7
X10_Y6,Nr4a2,2
X10_Y6,Nxph1,1
X10_Y6,Pdlim1,1
X10_Y6,Pld5,3
X10_Y6,Pou3f1,3
X10_Y6,Reln,4
X10_Y6,Rorb,11
X10_Y6,Rprml,5
X10_Y6,Spon1,10
X10_Y6,Sstr1,14
X10_Y6,Thsd7a,5
X10_Y6,Zdhhc12,2
X10_Y6,Zfp804b,1
X10_Y6,invalid,585
X10_Y7,Adra1b,84
X10_Y7,Atp1a2,25
X10_Y7,Atp2b4,39
X10_Y7,Bcl11b,30
X10_Y7,Car2,1
X10_Y7,Car4,8
X10_Y7,Cdh20,2
X10_Y7,Cdh9,4
X10_Y7,Chn2,9
X10_Y7,Coch,3
X10_Y7,Col12a1,13
X10_Y7,Cryab,12
X10_Y7,Crym,4
X10_Y7,Cux2,32
X10_Y7,Dlx6os1,4
X10_Y7,Flt1,23
X10_Y7,Foxp2,4
X10_Y7,Gapdh,347
X10_Y7,Grin3a,17
X10_Y7,Igfbp7,1
X10_Y7,Inpp4b,4
X10_Y7,Luzp2,9
X10_Y7,Lypd1,7
X10_Y7,Nell1,3
X10_Y7,Npy,2
X10_Y7,Nr4a2,2
X10_Y7,Nxph1,4
X10_Y7,Pdlim1,2
X10_Y7,Penk,5
X10_Y7,Pld5,4
X10_Y7,Pou3f1,9
X10_Y7,Prss23,2
X10_Y7,Reln,17
X10_Y7,Rorb,24
X10_Y7,Rprml,15
X10_Y7,Spon1,9
X10_Y7,Sstr1,13
X10_Y7,Tgtp1,1
X10_Y7,Thsd7a,5
X10_Y7,Tmem163,3
X10_Y7,Zdhhc12,1
X10_Y7,Zfp804b,7
X10_Y7,Zfpm2,6
X10_Y7,invalid,366
X10_Y8,Adra1b,86
X10_Y8,Atp1a2,14
X10_Y8,Atp2b4,39
X10_Y8,Bcl11b,35
X10_Y8,Car2,5
X10_Y8,Car4,4
X10_Y8,Chn2,2
X10_Y8,Coch,2
X10_Y8,Col12a1,10
X10_Y8,Crh,2
X10_Y8,Cryab,15
X10_Y8,Crym,6
X10_Y8,Cux2,32
X10_Y8,Dlx6os1,1
X10_Y8,Flt1,14
X10_Y8,Foxp2,1
X10_Y8,Gapdh,200
X10_Y8,Grin3a,10
X10_Y8,Igf1,1
X10_Y8,Inpp4b,3
X10_Y8,Lgals1,1
X10_Y8,Luzp2,5
X10_Y8,Lypd1,1
X10_Y8,Nek7,1
X10_Y8,Nell1,1
X10_Y8,Npy,10
X10_Y8,Nr4a2,3
X10_Y8,Nxph1,1
X10_Y8,Pdlim1,1
X10_Y8,Penk,2
X10_Y8,Pou3f1,2
X10_Y8,Prss23,2
X10_Y8,Reln,7
X10_Y8,Rorb,13
X10_Y8,Rprml,2
X10_Y8,Spon1,16
X10_Y8,Sstr1,15
X10_Y8,Tgtp1,1
X10_Y8,Tmem163,2
X10_Y8,Zdhhc12,2
X10_Y8,Zfp804b,1
X10_Y8,invalid,559
X10_Y9,Adra1b,61
X10_Y9,Atp1a2,18
X10_Y9,Atp2b4,44
X10_Y9,Bcl11b,60
X10_Y9,Car2,2
X10_Y9,Car4,2
X10_Y9,Cdh20,2
X10_Y9,Cdh9,3
X10_Y9,Chn2,1
X10_Y9,Coch,1
X10_Y9,Col12a1,18
X10_Y9,Crh,1
X10_Y9,Cryab,6
X10_Y9,Crym,6
X10_Y9,Cux2,30
X10_Y9,Dlx6os1,1
X10_Y9,Flt1,17
X10_Y9,Foxp2,4
X10_Y9,Gapdh,339
X10_Y9,Grin3a,14
X10_Y9,Igf1,1
X10_Y9,Igfbp7,1
X10_Y9,Inpp4b,2
X10_Y9,Lgals1,3
X10_Y9,Luzp2,11
X10_Y9,Lypd1,10
X10_Y9,Nek7,1
X10_Y9,Nell1,2
X10_Y9,Npy,4
X10_Y9,Nr4a2,1
X10_Y9,Nxph1,9
X10_Y9,Pdlim1,2
X10_Y9,Penk,3
X10_Y9,Pld5,1
X10_Y9,Pou3f1,13
X10_Y9,Prss23,7
X10_Y9,Reln,12
X10_Y9,Rorb,13
X10_Y9,Rprml,9
X10_Y9,Spon1,16
X10_Y9,Sstr1,21
X10_Y9,Thsd7a,2
X10_Y9,Tmem163,3
X10_Y9,Vwc2,3
X10_Y9,Zfpm2,4
X10_Y9,invalid,321
X11_Y1,Adra1b,31
X11_Y1,Atp1a2,39
X11_Y1,Atp2b4,3
X11_Y1,Bcl11b,8
X11_Y1,Car2,1
X11_Y1,Col12a1,7
X11_Y1,Cryab,7
X11_Y1,Cux2,27
X11_Y1,Dlx6os1,1
X11_Y1,Flt1,6
X11_Y1,Foxp2,5
X11_Y1,Gapdh,40
X11_Y1,Grin3a,4
X11_Y1,Igf1,1
X11_Y1,Igfbp7,3
X11_Y1,Inpp4b,2
X11_Y1,Itm2a,3
X11_Y1,Lgals1,3
X11_Y1,Luzp2,3
X11_Y1,Lypd1,6
X11_Y1,Nek7,1
X11_Y1,Npy,3
X11_Y1,Nr4a2,1
X11_Y1,Pou3f1,3
X11_Y1,Prss23,8
X11_Y1,Reln,10
X11_Y1,Rorb,3
X11_Y1,Spon1,1
X11_Y1,Sstr1,11
X11_Y1,Tgtp1,1
X11_Y1,invalid,158
X11_Y10,Adra1b,4
X11_Y10,Atp1a2,26
X11_Y10,Atp2b4,12
X11_Y10,Bcl11b,7
X11_Y10,Car2,2
X11_Y10,Car4,1
X11_Y10,Cdh9,1
X11_Y10,Chn2,2
X11_Y10,Coch,3
X11_Y10,Col12a1,5
X11_Y10,Cryab,1
X11_Y10,Cux2,4
X11_Y10,Dlx6os1,1
X11_Y10,Flt1,4
X11_Y10,Gapdh,45
X11_Y10,Grin3a,3
X11_Y10,Igfbp7,1
X11_Y10,Itm2a,1
X11_Y10,Lgals1,1
X11_Y10,Luzp2,1
X11_Y10,Lypd1,5
X11_Y10,Nek7,1
X11_Y10,Nell1,1
X11_Y10,Pdlim1,1
X11_Y10,Penk,2
X11_Y10,Pld5,2
X11_Y10,Pou3f1,2
X11_Y10,Reln,3
X11_Y10,Rorb,1
X11_Y10,Rprml,2
X11_Y10,Spon1,2
X11_Y10,Sstr1,9
X11_Y10,Thsd7a,2
X11_Y10,invalid,294
X11_Y11,Adra1b,54
X11_Y11,Atp1a2,15
X11_Y11,Atp2b4,24
X11_Y11,Bcl11b,53
X11_Y11,Car2,6
X11_Y11,Car4,3
X11_Y11,Cdh20,2
X11_Y11,Cdh9,11
X11_Y11,Coch,1
X11_Y11,Col12a1,7
X11_Y11,Cryab,3
X11_Y11,Crym,6
X11_Y11,Cux2,43
X11_Y11,Dlx6os1,7
X11_Y11,Flt1,21
X11_Y11,Foxp2,3
X11_Y11,Gapdh,404
X11_Y11,Grin3a,35
X11_Y11,Igf1,1
X11_Y11,Inpp4b,8
X11_Y11,Itm2a,1
X11_Y11,Lgals1,1
X11_Y11,Luzp2,10
X11_Y11,Lypd1,17
X11_Y11,Nek7,1
X11_Y11,Nell1,1
X11_Y11,Npy,9
X11_Y11,Nr4a2,11
X11_Y11,Nxph1,7
X11_Y11,Pdlim1,3
X11_Y11,Penk,18
X11_Y11,Pld5,1
X11_Y11,Plpp4,2
X11_Y11,Pou3f1,4
X11_Y11,Prss23,2
X11_Y11,Reln,7
X11_Y11,Rorb,13
X11_Y11,Rprml,10
X11_Y11,Spon1,15
X11_Y11,Sstr1,28
X11_Y11,Tgtp1,1
X11_Y11,Thsd7a,6
X11_Y11,Tmem163,5
X11_Y11,Zdhhc12,1
X11_Y11,invalid,392
X11_Y12,Adra1b,67
X11_Y12,Atp1a2,20
X11_Y12,Atp2b4,35
X11_Y12,Bcl11b,53
X11_Y12,Car2,7
X11_Y12,Car4,4
X11_Y12,Cdh20,3
X11_Y12,Cdh9,11
X11_Y12,Chn2,3
X11_Y12,Coch,2
X11_Y12,Col12a1,5
X11_Y12,Crh,2
X11_Y12,Cryab,4
X11_Y12,Crym,8
X11_Y12,Cux2,13
X11_Y12,Dlx6os1,5
X11_Y12,Flt1,11
X11_Y12,Foxp2,3
X11_Y12,Gapdh,349
X11_Y12,Grin3a,47
X11_Y12,Igf1,1
X11_Y12,Igfbp7,4
X11_Y12,Inpp4b,6
X11_Y12,Itm2a,1
X11_Y12,Lgals1,1
X11_Y12,Luzp2,4
X11_Y12,Lypd1,16
X11_Y12,Nek7,3
X11_Y12,Npy,13
X11_Y12,Nr4a2,14
X11_Y12,Nxph1,2
X11_Y12,Pdlim1,1
X11_Y12,Penk,15
X11_Y12,Pld5,3
X11_Y12,Plpp4,2
X11_Y12,Pou3f1,2
X11_Y12,Prss23,1
X11_Y12,Reln,3
X11_Y12,Rorb,20
X11_Y12,Rprml,5
X11_Y12,Spon1,24
X11_Y12,Sstr1,14
X11_Y12,Tgtp1,2
X11_Y12,Thsd7a,2
X11_Y12,Zdhhc12,3
X11_Y12,invalid,1042
X11_Y13,Adra1b,93
X11_Y13,Atp1a2,14
X11_Y13,Atp2b4,30
X11_Y13,Bcl11b,62
X11_Y13,Car2,2
X11_Y13,Car4,3
X11_Y13,Cdh20,1
X11_Y13,Cdh9,9
X11_Y13,Chn2,4
X11_Y13,Coch,1
X11_Y13,Col12a1,1
X11_Y13,Crh,1
X11_Y13,Cryab,10
X11_Y13,Crym,2
X11_Y13,Cux2,7
X11_Y13,Dlx6os1,1
X11_Y13,Flt1,11
X11_Y13,Foxp2,1
X11_Y13,Gapdh,359
X11_Y13,Grin3a,53
X11_Y13,Igfbp7,1
X11_Y13,Inpp4b,9
X11_Y13,Itm2a,4
X11_Y13,Lgals1,1
X11_Y13,Luzp2,16
X11_Y13,Lypd1,11
X11_Y13,Nek7,1
X11_Y13,Nell1,5
X11_Y13,Npy,7
X11_Y13,Nr4a2,12
X11_Y13,Pdlim1,2
X11_Y13,Penk,17
X11_Y13,Pld5,1
X11_Y13,Pou3f1,2
X11_Y13,Prss23,1
X11_Y13,Reln,2
X11_Y13,Rorb,21
X11_Y13,Rprml,10
X11_Y13,Spon1,21
X11_Y13,Sstr1,18
X11_Y13,Thsd7a,3
X11_Y13,Tmem163,3
X11_Y13,Zdhhc12,4
X11_Y13,Zfpm2,1
X11_Y13,invalid,524
X11_Y14,Adra1b,15
X11_Y14,Atp1a2,12
X11_Y14,Atp2b4,18
X11_Y14,Bcl11b,62
X11_Y14,Car2,7
X11_Y14,Car4,2
X11_Y14,Cdh20,2
X11_Y14,Cdh9,9
X11_Y14,Chn2,6
X11_Y14,Coch,6
X11_Y14,Col12a1,1
X11_Y14,Crh,3
X11_Y14,Cryab,7
X11_Y14,Crym,5
X11_Y14,Cux2,15
X11_Y14,Dlx6os1,4
X11_Y14,Flt1,3
X11_Y14,Foxp2,1
X11_Y14,Gapdh,382
X11_Y14,Grin3a,28
X11_Y14,Igfbp7,5
X11_Y14,Inpp4b,8
X11_Y14,Itm2a,3
X11_Y14,Lgals1,4
X11_Y14,Luzp2,8
X11_Y14,Lypd1,1
X11_Y14,Nell1,1
X11_Y14,Npy,4
X11_Y14,Nr4a2,10
X11_Y14,Nxph1,3
X11_Y14,Pdlim1,4
X11_Y14,Penk,24
X11_Y14,Pld5,1
X11_Y14,Pou3f1,2
X11_Y14,Prss23,5
X11_Y14,Reln,6
X11_Y14,Rorb,22
X11_Y14,Rprml,6
X11_Y14,Spon1,21
X11_Y14,Sstr1,10
X11_Y14,Tgtp1,1
X11_Y14,Thsd7a,5
X11_Y14,Tmem163,1
X11_Y14,invalid,1093
X11_Y15,Adra1b,108
X11_Y15,Atp1a2,18
X11_Y15,Atp2b4,13
X11_Y15,Bcl11b,109
X11_Y15,Car2,11
X11_Y15,Car4,8
X11_Y15,Cdh9,26
X11_Y15,Chn2,2
X11_Y15,Coch,11
X11_Y15,Col12a1,4
X11_Y15,Crh,1
X11_Y15,Cryab,9
X11_Y15,Crym,4
X11_Y15,Cux2,21
X11_Y15,Dlx6os1,12
X11_Y15,Flt1,11
X11_Y15,Foxp2,2
X11_Y15,Gapdh,618
X11_Y15,Grin3a,29
X11_Y15,Igf1,1
X11_Y15,Igfbp7,7
X11_Y15,Inpp4b,22
X11_Y15,Itm2a,2
X11_Y15,Luzp2,18
X11_Y15,Lypd1,13
X11_Y15,Nek7,4
X11_Y15,Npy,6
X11_Y15,Nr4a2,9
X11_Y15,Nxph1,8
X11_Y15,Penk,50
X11_Y15,Pld5,1
X11_Y15,Pou3f1,4
X11_Y15,Prss23,9
X11_Y15,Reln,4
X11_Y15,Rorb,15
X11_Y15,Rprml,10
X11_Y15,Spon1,7
X11_Y15,Sstr1,17
X11_Y15,Thsd7a,8
X11_Y15,Tmem163,2
X11_Y15,Zfpm2,1
X11_Y15,invalid,817
X11_Y2,Adra1b,10
X11_Y2,Atp1a2,17
X11_Y2,Atp2b4,38
X11_Y2,Bcl11b,7
X11_Y2,Car2,2
X11_Y2,Car4,5
X11_Y2,Cdh9,1
X11_Y2,Chn2,2
X11_Y2,Coch,2
X11_Y2,Col12a1,11
X11_Y2,Crh,1
X11_Y2,Cryab,7
X11_Y2,Crym,1
X11_Y2,Cux2,87
X11_Y2,Flt1,9
X11_Y2,Foxp2,1
X11_Y2,Gapdh,146
X11_Y2,Grin3a,8
X11_Y2,Igfbp7,1
X11_Y2,Inpp4b,1
X11_Y2,Luzp2,13
X11_Y2,Lypd1,2
X11_Y2,Npy,4
X11_Y2,Pdlim1,2
X11_Y2,Penk,2
X11_Y2,Plpp4,1
X11_Y2,Pou3f1,1
X11_Y2,Prss23,3
X11_Y2,Reln,8
X11_Y2,Rorb,3
X11_Y2,Rprml,1
X11_Y2,Spon1,2
X11_Y2,Sstr1,14
X11_Y2,Tmem163,1
X11_Y2,Zdhhc12,3
X11_Y2,Zfpm2,1
X11_Y2,invalid,547
X11_Y3,Adra1b,32
X11_Y3,Atp1a2,10
X11_Y3,Atp2b4,30
X11_Y3,Bcl11b,8
X11_Y3,Car2,2
X11_Y3,Car4,1
X11_Y3,Cdh9,3
X11_Y3,Chn2,3
X11_Y3,Coch,4
X11_Y3,Col12a1,28
X11_Y3,Cryab,6
X11_Y3,Cux2,112
X11_Y3,Dlx6os1,3
X11_Y3,Flt1,10
X11_Y3,Foxp2,1
X11_Y3,Gapdh,235
X11_Y3,Grin3a,14
X11_Y3,Igf1,1
X11_Y3,Igfbp7,1
X11_Y3,Inpp4b,2
X11_Y3,Itm2a,1
X11_Y3,Lgals1,4
X11_Y3,Luzp2,11
X11_Y3,Lypd1,15
X11_Y3,Nek7,3
X11_Y3,Nell1,1
X11_Y3,Npy,9
X11_Y3,Nxph1,3
X11_Y3,Pdlim1,1
X11_Y3,Penk,4
X11_Y3,Pou3f1,2
X11_Y3,Prss23,1
X11_Y3,Reln,6
X11_Y3,Rorb,10
X11_Y3,Rprml,10
X11_Y3,Spon1,3
X11_Y3,Sstr1,31
X11_Y3,Thsd7a,3
X11_Y3,Zfp804b,1
X11_Y3,invalid,435
X11_Y4,Adra1b,12
X11_Y4,Atp1a2,16
X11_Y4,Atp2b4,14
X11_Y4,Bcl11b,3
